Smiles,ID
CN(C)Cc(cccc1)c1C(O)=O,C177
CC(C)(C(O)=O)N(CC1)CCS1(=O)=O,C178
OC(CN1N=C(CCCC2)N2C1=O)=O,C179
N#Cc(cc1)cc(C(O)=O)c1F,C180
CC(C)C(C(O)=O)O,C181
CC(N(CC1)CCN1S(c(cc1)ccc1C(O)=O)(=O)=O)=O,C182
OC(CCc1cccc(Cl)c1)=O,C183
OC(c1c(C(F)(F)F)scn1)=O,C184
OC(c(cc1)ccc1Nc1cnccc1)=O,C185
O[C@]1(C[C@@H](C2)C3)C[C@@]3(CC(O)=O)C[C@H]2C1,C186
OC(CN(C1)c(cccc2)c2OC1=O)=O,C187
CCC(C(O)=O)OCC,C188
COc(cc(C(O)=O)c([N+]([O-])=O)c1)c1F,C189
CN(c(sc(C(O)=O)c1)c1C(N1C)=O)C1=O,C190
Cc(c(C(O)=O)ccc1)c1F,C191
COC(Cc1ccccc1)C(O)=O,C192
CN(C)C1(CC(O)=O)CCCC1,C193
Cc1nc(c(scc2)c2c(OCC(O)=O)c2)c2s1,C194
CCN(CC)C(N(CCC1)CC1C(O)=O)=O,C195
CC(C)c(cc1)c(C)cc1Oc(cc1)ncc1C(O)=O,C196
CN(CC(O)=O)C(c(o1)ccc1Br)=O,C197
CC(C)n1nnc(C(O)=O)c1C,C198
CC(C)(CO)C(O)=O,C199
OC(c1c(CCC2)c2ccc1)=O,C200
CC(C)CCOC(C)C(O)=O,C201
OC(CSc1ncc(C(F)(F)F)cc1)=O,C202
[O-][N+](c(cccc1C(O)=O)c1Cl)=O,C203
NC(CN(CCC1)CC1C(O)=O)=O,C204
Cc1cc(CC(O)=O)c(C)cc1,C205
OC(CNC(Nc1ccccc1)=O)=O,C206
OC(CC1OCCC1)=O,C207
CC(C)(C)n(c1nc(C2CC2)c2)nc(C)c1c2C(O)=O,C208
N#Cc1cc(C(O)=O)cc(O)c1,C209
OC(CN1N=C(CCCCC2)N2C1=O)=O,C210
OC(COc(cccc1)c1Br)=O,C211
OC(CCCc(cc1)ccc1F)=O,C212
CC(C)(C)N(CC(C1)C(O)=O)C1=O,C213
Cc(ccc(SC)c1)c1C(O)=O,C214
CCC(CC)C(C(O)=O)N1CCOCC1,C215
OC(c(cc1)cnc1-n1c(cccc2)c2nc1)=O,C216
COCCC1(CC1)C(O)=O,C217
OC(c1cc(-c2ccccc2)cc(Cl)c1O)=O,C218
CN(CC(O)=O)C(c(s1)ccc1Br)=O,C219
OC(/C=C/c1nc(cccc2)c2o1)=O,C220
OC(CCS(C1CCCC1)(=O)=O)=O,C221
CN(CC(O)=O)Cc1ccccc1,C222
Cc(nc1)nc(C2CC2)c1C(O)=O,C223
OC(c1ccc(C(F)(F)F)s1)=O,C224
COc(cc1)cc(CC(O)=O)c1OC,C225
Cc1nn(C2(CC(C3)C4)CC4(CC(O)=O)CC3C2)nn1,C226
NC(Nc(cc1)ccc1C(O)=O)=N,C227
CCC(C(O)=O)OC1CCCC1,C228
Cc(ccc(Cl)c1)c1C(O)=O,C229
OC(CN1N=Cn2nccc2C1=O)=O,C230
COc1cc(CCC(O)=O)cc(OC)c1,C231
CC(C)(CC(O)=O)O,C232
CN(C)S(c(cc1)ncc1C(O)=O)(=O)=O,C233
OC(CN(C(C(CC1)(c2c1cccc2)N1)=O)C1=O)=O,C234
OC(c1c2[nH]cnc2cc(F)c1)=O,C235
CCOC(C1(CCC1)C(O)=O)=O,C236
OC(C#Cc1cccs1)=O,C237
O[C@@H](Cc1ccccc1)C(O)=O,C238
OC(C(CCCC1)N1C1CCCC1)=O,C239
Cc(nc(c(C(O)=O)c1)OC)c1Br,C240
OC(CN(C1)c(cc(cc2)Cl)c2OC1=O)=O,C241
CC(c(cc(cc1)C(O)=O)c1O)=O,C242
OC([C@@H]1[C@@H](CC2)O[C@@H]2C1)=O,C243
OC(CCc(cc1)ccc1Cl)=O,C244
CC(C(N1)=O)=CN(CC(O)=O)C1=O,C245
CN(C)CC(O)=O,C246
COc(c(C(O)=O)c1)cc(-n2nnnc2)c1Cl,C247
CC(CC1)CCN1S(CC(O)=O)(=O)=O,C248
OC(c1cc(C2COCC2)ccc1)=O,C249
OC(c1cccnc1SC(F)(F)F)=O,C250
CC(C)N1CC(CC(O)=O)CCC1,C251
OC(CCc(ccc(Br)c1)c1F)=O,C252
CN(C)C(C(O)=O)c1cncn1C,C253
COc1cc(C(O)=O)cc([N+]([O-])=O)c1OC,C254
CC(C(O)=O)OC1CCCCC1,C255
Cc(ccc(F)c1)c1C(O)=O,C256
OC(CN(CCOC1)C1=O)=O,C257
CC(CC(O)=O)(C=C)O,C258
OC(COc1cc2ccccc2cc1)=O,C259
CCCN(c(cccc1)c1N1CCC(O)=O)C1=O,C260
CC(C)(C)n(cc1)nc1C(O)=O,C261
CS(c1cc(C(O)=O)ccc1)(=O)=O,C262
OC(c1ccc(CN2CCCCC2)o1)=O,C263
OC(CCCc1ncccc1)=O,C264
COc(cc1)cc(Cl)c1C(O)=O,C265
CS(C1(CC1)C(O)=O)(=O)=O,C266
Cn1c(SCC(O)=O)nnc1-c1cccs1,C267
Cc(cc1)cc(CC(O)=O)c1F,C268
CCN(CC)C(C(C)C)C(O)=O,C269
[O-][N+](c(ccc(Sc(cc1)ccc1Cl)c1)c1C(O)=O)=O,C270
OC([C@H]([C@@H]1C(N(Cc2ncccc2)C2)=O)[C@H]3O[C@]12C=C3)=O,C271
N#CCc(cccc1)c1C(O)=O,C272
OC(COC1CCCC1)=O,C273
CC(C)N(CC1)CCN1c(cc1)ccc1C(O)=O,C274
OC(COc(cccc1)c1F)=O,C275
CN(C)C(CCCC(O)=O)=O,C276
OC(C1(CC1)c1ccccc1)=O,C277
CN(c1ccccc1)S(c1cc(C(O)=O)ccc1)(=O)=O,C278
OC(c1csc(NC2CC2)n1)=O,C279
CCN(CC(O)=O)Cc(cc1)ccc1Cl,C280
OC(c(ccc1c2)cc1ccc2O)=O,C281
CC(C(O)=O)OC1CCCCCC1,C282
OC(c(c(nc[nH]1)c1nc1)c1Br)=O,C283
CS(N(CC1)CCN1C(CCC(O)=O)=O)(=O)=O,C284
CC(Cc(cc1)ccc1C#N)C(O)=O,C285
COc1cccc2c1oc(/C=C/C(O)=O)c2,C286
CN(CC(O)=O)S(c1cccs1)(=O)=O,C287
OC(CC(F)(F)F)=O,C288
CC(C)(C)C(N(CCC1)CC1C(O)=O)=O,C289
Cc1cc(C(O)=O)c2[nH]ncc2c1,C290
COC1(COCC1)C(O)=O,C291
Cc1cc(C(O)=O)c(C)cc1,C292
OC(c1ccnn1C(F)F)=O,C293
N#Cc(cccc1)c1OCC(O)=O,C294
OC(C1[C@H]2C[C@H](C3)C[C@@H]1C[C@H]3C2)=O,C295
Cc(c(cc1)c2nc1C(O)=O)nn2-c1ccccc1,C296
OC(CSC1CCCC1)=O,C297
OC(c1ccc(CN2CCOCC2)cc1)=O,C298
Cc1cc(C2(CC2)C(O)=O)cc(C)c1,C299
Cc1c(C(O)=O)sc(-c(s2)ccc2Cl)n1,C300
COc(cc1)cc(OC(F)F)c1C(O)=O,C301
CN(C)S(CCC(O)=O)(=O)=O,C302
CC(C)C(Cc1ccccc1)C(O)=O,C303
[O-][N+](c(ccc(C(O)=O)c1)c1O)=O,C304
Cc1cc(C(O)=O)c(C)n1C1C(CC2)CCN2C1,C305
OC(c(cc1)c(C(F)(F)F)cc1Br)=O,C306
OC(C(C1)CN(CCN2CCOCC2)C1=O)=O,C307
OC(c1cc(OC2CCCCC2)ncc1)=O,C308
Cc1noc(-c2c(C(O)=O)nco2)c1,C309
CCOc1ccc(CCC(O)=O)cc1,C310
OC(c(cc(cc1)Cl)c1F)=O,C311
OC(C(CCC1)N1C1CCOCC1)=O,C312
OC(c(cc1)cnc1NCC(F)(F)F)=O,C313
OC(CN(C1=O)N=Cn2c1ccc2)=O,C314
OC(Cc1cc(C2CC2)ccc1)=O,C315
OC(c1cccnc1Sc(cc1)ccc1Br)=O,C316
COC(C1CC1)C(O)=O,C317
OC(CN(CCCN1)C1=O)=O,C318
OC(c(cc1)cc2c1nc(-c1ccccc1)o2)=O,C319
CC(C)(C)c1ccc(C(O)=O)s1,C320
OC(CCC1OCCC1)=O,C321
OC(c1c(Cc2ccccc2)cccc1)=O,C322
CC(C)(C)n1nnc(CC(O)=O)n1,C323
CC(CC(O)=O)c(cc1)ccc1Br,C324
CN(c(cccc1)c1N1CCC(O)=O)C1=O,C325
OC(c1cc(C(F)(F)F)cc(O)c1)=O,C326
OC(CSCC(N1CCCCC1)=O)=O,C327
OC(c1c2nc[nH]c2cc(Br)c1)=O,C328
O[C@](C[C@H](C1)C2)(C[C@@H]1C1)C[C@@]12C(O)=O,C329
[O-][N+](c(c1cccnc11)ccc1OCC(O)=O)=O,C330
CC(C)(C=C)C(O)=O,C331
Cc(ccc(C(O)=O)c1)c1C#N,C332
CCCCN(c1c(C(N2)=O)n(CC(C)C)c(CCC(O)=O)n1)C2=O,C333
OC(Cc(cccc1)c1OC1COCC1)=O,C334
CC(C)(C(O)=O)N1CCOCC1,C335
CS(c(ccc(F)c1C(O)=O)c1F)(=O)=O,C336
CC(C)n1nnc(C(O)=O)c1,C337
OC(CS(C1CCCC1)(=O)=O)=O,C338
CCOC(c(cc1)c(C)nc1C(O)=O)=O,C339
OC(C1(CC1)c1cccc(C(F)(F)F)c1)=O,C340
COc(cccc1)c1Nc1nc(sc(C(O)=O)c2)c2s1,C341
OC(C(C1)CN(C2CC2)C1=O)=O,C342
COc(cc1)cc(F)c1C(O)=O,C343
OC(CC(CC1)CS1(=O)=O)=O,C344
Cc(cc1C)cc(C)c1OCC(O)=O,C345
CC(C(O)=O)n1nc(C(F)F)c(Cl)c1C(F)F,C346
OC(c1cc(C2CC2)ccc1)=O,C347
OC(c1ccc(CN2CCOCC2)s1)=O,C348
COc1cc(F)c(CC(O)=O)cc1,C349
CC1(CCOCC1)C(O)=O,C350
CC(C)n1ncc2cc(C(O)=O)cnc12,C351
[N-]=[N+]=NCC(O)=O,C352
Cc(cc(cc1)C(O)=O)c1[N+]([O-])=O,C353
CC(N(C[C@H](C1)OC)[C@H]1C(O)=O)=O,C354
Cc1nc(S)nc(C)c1CCC(O)=O,C355
OC(COC(c1ccccc1)c1ccccc1)=O,C356
CS(N1CCC(CC(O)=O)CC1)(=O)=O,C357
COc(cccc1)c1Nc(nccc1)c1C(O)=O,C358
OC(C(C1)CN(C2CCCCC2)C1=O)=O,C359
[O-][N+](c(cccc1C(O)=O)c1F)=O,C360
OC(C1(CC1)C(c1ccccc1)=O)=O,C361
Cc1cc(C(O)=O)nc(N(C)C(N2C)=O)c1C2=O,C362
CC(CC(O)=O)CC(OC)=O,C363
Cc(c(OC)c(cc1)OC)c1C(O)=O,C364
N#Cc1cccc(CC(O)=O)c1,C365
OC(C(CC(C1)C2)(CC1C1)CC12n(cn1)nc1Br)=O,C366
OC(c1ccc(COc(cc2)cc(Cl)c2F)o1)=O,C367
OC(CC1(CCCC1)N1CCOCC1)=O,C368
Cc1ccc(C(O)=O)c(Sc2ccccc2)n1,C369
OC(CNC(N(CC1)Cc2c1cccc2)=O)=O,C370
OC(COc1ccc(C(F)(F)F)cc1)=O,C371
Cc1nn(C(F)F)c(C(O)=O)c1,C372
COCC1(CC1)C(O)=O,C373
OC(c(cc1Br)cc(Br)c1O)=O,C374
OC(C1(CCCC1)N1CCOCC1)=O,C375
Cc(cc1)cc2c1nc(-c(cccc1)c1C(O)=O)[nH]2,C376
CC(C(O)=O)Sc1nnnn1C,C377
CC(CC(O)=O)c(cc1)ccc1F,C378
OC(c1cc(Br)cc(Cl)c1)=O,C379
OC(CN(CCCCC1)C1=O)=O,C380
OC(Cc1cccc(F)c1F)=O,C381
CC(C(O)=O)OC1CCCC1,C382
[O-][N+](c(cc1)cc(C(O)=O)c1Sc(cc1)ccc1Cl)=O,C383
COc1cccc(Nc2nnc(SCC(O)=O)s2)c1,C384
CC(C)N(C)C(C1(CC1)C(O)=O)=O,C385
OC(c1cc(CCC2)c2cc1)=O,C386
OC(COc1nsnc1N1CCOCC1)=O,C387
OC(C(CC1)CC1=O)=O,C388
CC(c1ccccc1)Oc(cc1)ccc1C(O)=O,C389
OC1(CC(O)=O)CCCCC1,C390
CC(C)n(c1nc(C)c2)ncc1c2C(O)=O,C391
OC(c(ccc(O)c1)c1Cl)=O,C392
CN1CC(C(O)=O)OCC1,C393
OC(C1(CC1)c1cccc(Cl)c1)=O,C394
Cc(sc(C(O)=O)c1)c1S(C)(=O)=O,C395
CN1CCN(Cc2ccc(C(O)=O)s2)CC1,C396
[O-][N+](c(ccc(C(O)=O)c1)c1Cl)=O,C397
CC1(C(O)=O)OCCC1,C398
OC(Cc(c(F)ccc1)c1F)=O,C399
CCN(C(C)C)C(N(CC1)CCC1C(O)=O)=O,C400
CC(C)Oc(c(OC)ccc1)c1C(O)=O,C401
OCC1N(CC(O)=O)CCC1,C402
Cc(c1cc(C(O)=O)cnc11)nn1-c1ccccc1,C403
OC(CCc(cccc1)c1O)=O,C404
CC(C(O)=O)n1nnnc1C(C)(C)C,C405
OC(c1ccc2c(Br)cccc2c1)=O,C406
OC1(CCOCC1)C(O)=O,C407
COC(C(N1)=O)=C(C(O)=O)NC1=O,C408
OC(Cc1cccc(OC(F)(F)F)c1)=O,C409
NC(c(cc1)ccc1C(O)=O)=O,C410
Cc1cc(/C=C/C(O)=O)c(C)n1C1CCCCC1,C411
Cc(ccc(S(N(C)c(cccc1)c1OC)(=O)=O)c1)c1C(O)=O,C412
COCC1(CCC1)C(O)=O,C413
CN(CC(O)=O)C1CSCC1,C414
Cc1c(CCC(O)=O)cccc1,C415
OC(c1cccnc1Sc(cccc1)c1Cl)=O,C416
CN(C)CCN(CC(C1)C(O)=O)C1=O,C417
CCOc(cc(cc1)C(O)=O)c1OCc1cnccc1,C418
Cc1cccc(N(CC2)CCN2S(CC(O)=O)(=O)=O)c1,C419
OC(c1nn2c(C(F)(F)F)cc(-c3ccco3)nc2c1)=O,C420
Cc(c(O)ccc1)c1C(O)=O,C421
C[C@@H](CC1)O[C@@H]1C(O)=O,C422
COc1cc(OC)c(CCCC(O)=O)cc1,C423
CN(CC(O)=O)C(c1cccs1)=O,C424
CCC(CC)(C(O)=O)c1ccccc1,C425
[O-][N+](c(cc1)ccc1Oc1nccc(C(O)=O)c1)=O,C426
CC(C)N1CCN(CCC(O)=O)CC1,C427
N#Cc(cccc1)c1C(O)=O,C428
CC(C)C(C(O)=O)Oc(cccc1)c1Br,C429
CN(C)c(n1-c2ccccc2)nc2c1sc(C(O)=O)c2,C430
CC(C)(C)c1c(C(O)=O)[nH]cn1,C431
COc(cc1)cc(C(O)=O)c1[N+]([O-])=O,C432
CN(C)C([C@H](CC1)CC[C@@H]1C(O)=O)=O,C433
CC(Cc1ccc(C)cc1)C(O)=O,C434
CS(c1cn(CC(O)=O)nc1)(=O)=O,C435
N#Cc(cc1)cc(C(O)=O)c1O,C436
OC([C@@](C[C@@H](C1)C2)(C[C@H]1C1)C[C@@]12n1ncnc1)=O,C437
C#CCCCC(O)=O,C438
CCN(Cc(cc1)ccc1C(O)=O)C1CC1,C439
CC(C)(C(O)=O)Oc1cccc(Cl)c1,C440
CC1N(Cc2ccc(C(O)=O)s2)CCCC1,C441
OC(c(cc(Cc1ccccc1)cc1)c1O)=O,C442
CCOC(N(CCC1)CC1C(O)=O)=O,C443
CC(C)(C)c(c1c2)nn(C)c1ncc2C(O)=O,C444
OC(CN1CCOCC1)=O,C445
OC(Cc(ccc(Br)c1)c1O)=O,C446
Cc(cn1)c(C(O)=O)nc1S(C)(=O)=O,C447
OC(C(C1)CN(C2CCCCCC2)C1=O)=O,C448
CCSCc(cccc1)c1C(O)=O,C449
OC(CCc1ccc(C(F)(F)F)cc1)=O,C450
OC(c1cnc(-c(s2)ccc2Cl)s1)=O,C451
CC(C)(CCC1)CC1(C(O)=O)O,C452
OC(c1c(cc[nH]2)c2ccc1)=O,C453
CC(C)Oc(cc1)cc(O2)c1C=C(C(O)=O)C2=O,C454
OC(C(CC1)CCN1S(N1CCCCC1)(=O)=O)=O,C455
[O-][N+](c1cc(O)cc(C(O)=O)c1)=O,C456
OC(c1cccn1C1CC1)=O,C457
OC(Cc(cccc1)c1O)=O,C458
OC(C(CCC1)N1C1CCCC1)=O,C459
COc(cc1)ccc1Nc1nc(C(O)=O)cs1,C460
N#Cc(cc(cc1)Br)c1C(O)=O,C461
OC(C1CCN(CC(F)(F)F)CC1)=O,C462
CC(C)n1ncc(c(C(O)=O)c2)c1nc2-c1c(C)sc(C)c1,C463
CS(c1ccc(C(O)=O)o1)(=O)=O,C464
OC(CCC1COCC1)=O,C465
CC(c1c(C)ccc(C(O)=O)c1)=O,C466
CC(C)(C(O)=O)S(C)(=O)=O,C467
CC(C)C(C(O)=O)N(CCCN1)C1=O,C468
CC(C)Oc1c(CC(O)=O)cccc1,C469
OC(COc(cc1)ccc1Oc1ccccc1)=O,C470
CN(C)C(Cn1nc(C(F)(F)F)cc1C(O)=O)=O,C471
[O-][N+](c(ccc(C(O)=O)c1)c1F)=O,C472
OC(CC1COCCC1)=O,C473
NC(c1cccc(C(O)=O)n1)=O,C474
OC(c1n[nH]c(C2CC2)c1)=O,C475
COc(ccc(CCC(O)=O)c1OC)c1OC,C476
CC(C)N(CC(C1)C(O)=O)C1=O,C477
OC(c1cc(Cl)cc(F)c1)=O,C478
OC(c(cc1)ccc1NC(c1c2cccc1)=NS2(=O)=O)=O,C479
COC1(CCCCC1)C(O)=O,C480
OC(Cc(s1)ccc1S(N1CCOCC1)(=O)=O)=O,C481
OC(CC1)(Cc2c1cccc2)C(O)=O,C482
OC(c1c(-n2c(cccc3)c3nc2)nccc1)=O,C483
CC(C)N1C(CC(O)=O)CCC1,C484
OC(c(cc(CCCC1)c1c1)c1O)=O,C485
CC(C)(C(O)=O)c1cc(F)cc(C#N)c1,C486
OC(CNC(c1ccco1)=O)=O,C487
CN(c(cccc1)c1OC)S(c(cc1)ccc1C(O)=O)(=O)=O,C488
OC(C(CC1)CCN1C(CC1)CS1(=O)=O)=O,C489
Cc1c(C(O)=O)nc(C)o1,C490
CCN(CC(O)=O)C1CC1,C491
CCc(cc1)cc(C(O)=O)c1O,C492
OC(CCCC1CCCCC1)=O,C493
CC(C)C(C(O)=O)(c1ccccc1)O,C494
CC1Oc(cccc2)c2N(CC(O)=O)C1=O,C495
OC(c(cc1)nnc1Sc(cccc1)c1Cl)=O,C496
Cc1ccc(CC(O)=O)o1,C497
OC(c(cc1)ccc1OC(F)(F)F)=O,C498
CC(N(C)CCCC(O)=O)=O,C499
OC(c(cccc1C(F)(F)F)c1F)=O,C500
CC(C)C(C(O)=O)Sc1ccccc1,C501
OC(CC1OCCN(Cc2ccccc2)C1)=O,C502
[O-][N+](c(ccc(OCc1ccccc1)c1)c1C(O)=O)=O,C503
OC(C=C1CCCC1)=O,C504
OC(C(C1)Oc(cccc2)c2N1C(Nc1ccccc1)=O)=O,C505
Cc1cc(C)c(CC(O)=O)c(C)c1,C506
CN(C)S(c1c[nH]c(C(O)=O)c1)(=O)=O,C507
COC1(CCCC1)C(O)=O,C508
CCc(ccc(C(O)=O)c1)c1S(C)(=O)=O,C509
OC(c1ccc(CN(C=CC=C2)C2=O)o1)=O,C510
CC(C)[C@H](CC1)CC[C@@H]1C(O)=O,C511
Cc1cc(Br)cc(C)c1C(O)=O,C512
OC(CN(CCC1)S1(=O)=O)=O,C513
CC(C)c1cc(C(O)=O)c(cnn2C(C)C)c2n1,C514
OC(C1CC(CC2)N(Cc3ccccc3)C2C1)=O,C515
OC(/C=C/c1nc(cccc2)c2s1)=O,C516
COc1cc(OC)c(CCC(O)=O)cc1,C517
CC(C)(C(C)=C1C(O)=O)OC1=O,C518
CCC(c(cc1)ccc1C(O)=O)=O,C519
CN(CCOC1)C1C(O)=O,C520
CN(c(cccc1)c1N1CC(O)=O)C1=O,C521
Cc(c(C(O)=O)c1)ncc1[N+]([O-])=O,C522
CC(CC(O)=O)(C(F)(F)F)O,C523
OC(CSCc(s1)ccc1Cl)=O,C524
OC(c(cccc1)c1Sc(cc1)ncc1Br)=O,C525
CC(C)N(CCCC1)C1C(O)=O,C526
NC(Cc(cc1)ccc1OCC(O)=O)=O,C527
CC(C)(C)c1cc(C(O)=O)no1,C528
OC(c(ccc1c2CCCC1)c2O)=O,C529
CCN(CC)S(CC(O)=O)(=O)=O,C530
COC(CC1(CC(O)=O)CCCC1)=O,C531
OC(c(c(-n1nccc1)ccc1)c1F)=O,C532
C[C@H]([C@H](C(O)=O)O)c1ccccc1,C533
Cc(c(C(O)=O)c1)cc(C)c1I,C534
CC(C)C(N(CCC1)CC1C(O)=O)=O,C535
Cc1c(C(O)=O)sc(NC2CC2)n1,C536
COc(cc1OC)c(/C=C/C(O)=O)cc1OC,C537
[O-][N+](c1cn(C2(CC(C3)C4)CC4(CC(O)=O)CC3C2)nc1)=O,C538
COc1nc(CCC(O)=O)nc(OC)c1,C539
Cc(cc(cc1)C#N)c1C(O)=O,C540
OC([C@]1(CN(Cc2ccccc2)C2)[C@@H]2CCCC1)=O,C541
OC(Cc1cccc(F)c1)=O,C542
OC(CN(Cc1ccco1)c1cccc(Cl)c1)=O,C543
OC1(CCCCC1)C(O)=O,C544
COc(cc1)c(COc(cc2)ccc2Cl)cc1C(O)=O,C545
OC(Cn1nc(C(F)F)c(Cl)c1C(F)F)=O,C546
OC(c1cc(OC2COCC2)ncc1)=O,C547
CC(C)(C)CC(O)=O,C548
OC(COc(cc1)cc(CC2)c1NC2=O)=O,C549
OC(c1cccnc1C(F)(F)F)=O,C550
OC(C1OCCN(Cc2ccccc2)C1)=O,C551
OC(c(ccc(O)c1)c1F)=O,C552
OC(CN(c1c(CCC2)scc1)C2=O)=O,C553
CC(C)C(C(O)=O)Oc(cccc1)c1C#N,C554
OC(c1cc(sc(Nc2ccccc2)n2)c2s1)=O,C555
OC(c(cn1)cc(Br)c1Cl)=O,C556
NC(N(CCC1)CC1C(O)=O)=O,C557
OC(c1c(CCCC2)c2ccc1)=O,C558
OC(C(C1)C1(F)F)=O,C559
OC(CCN(c(ccc(Cl)c1)c1O1)C1=O)=O,C560
COc(cc1)ccc1Oc(ccc([N+]([O-])=O)c1)c1C(O)=O,C561
CN1CCN(Cc(cc2)ccc2C(O)=O)CC1,C562
CC(C)(C)n1ncc(C(O)=O)c1,C563
CN(C)CCCN(CC(C1)C(O)=O)C1=O,C564
CC(C)Oc1ccc(CCC(O)=O)cc1,C565
OC(c1cccc(C(F)(F)F)c1)=O,C566
Cc1n[nH]c(SCC(O)=O)n1,C567
CC(C)C(C(O)=O)N1CCCCC1,C568
Cc(cc1OC)c(CSCC(O)=O)cc1OC,C569
OC1(CCCC1)C(O)=O,C570
COC(c1nc(C(O)=O)ccc1)=O,C571
CN(C)S(c1cn(C)c(C(O)=O)c1)(=O)=O,C572
OC1(CC(O)=O)CCCC1,C573
COc(cc1)cc(F)c1-c(cc1)cc(F)c1C(O)=O,C574
CN(C(CSCC(O)=O)=O)c1ccccc1,C575
OC(Cc1c(C(F)(F)F)cccc1)=O,C576
OC(c1ccc(CN2CCCC2)o1)=O,C577
OC(C1(Cc2ccccc2)CCC1)=O,C578
OC(c(ccc(-n1ncc2c1cccc2)c1)c1Cl)=O,C579
CC(C1)OCCN1c1nccc(C(O)=O)c1,C580
C#Cc1cccc(C(O)=O)c1,C581
OC(C1C(CC2)CCN2C1)=O,C582
Cc(cc1)cc(Br)c1OCC(O)=O,C583
CC1(C(O)=O)OCCCC1,C584
COc(ccc(C(O)=O)c1OC)c1OC,C585
OC(c1cccn1Cc1cccs1)=O,C586
CC(C)Cc1ccc(CC(O)=O)cc1,C587
CC(CCC1=O)(N1c1c2cccc1)N(CC(O)=O)C2=O,C588
OC(c(nc1)cc2c1N=CNC2=O)=O,C589
CC(C)(C(O)=O)N(C)C1CCCC1,C590
OC(Cc1cc(CCCC2)c2cc1)=O,C591
CC(C(O)=O)n(cc1C)nc1[N+]([O-])=O,C592
Cc(s1)ccc1S(N(CCC1)CC1C(O)=O)(=O)=O,C593
OC(COc(cc1)cc(O2)c1C=CC2=O)=O,C594
OC(c1cccc(-c(c(F)ccc2)c2F)c1)=O,C595
